specimen_collection_date,Case Count,7 day average,Data Reliability
2020-05-18,44,31.0,More reliable
2020-05-19,31,28.0,More reliable
2020-05-20,42,29.428571428571427,More reliable
2020-05-21,24,28.0,More reliable
2020-05-22,32,27.571428571428573,More reliable
2020-05-23,17,28.857142857142858,More reliable
2020-05-24,11,28.714285714285715,More reliable
2020-05-25,9,23.714285714285715,More reliable
2020-05-26,48,26.142857142857142,More reliable
2020-05-27,34,25.0,More reliable
2020-05-28,23,24.857142857142858,More reliable
2020-05-29,31,24.714285714285715,More reliable
2020-05-30,22,25.428571428571427,More reliable
2020-05-31,27,27.714285714285715,More reliable
2020-06-01,38,31.857142857142858,More reliable
2020-06-02,45,31.428571428571427,More reliable
2020-06-03,27,30.428571428571427,More reliable
2020-06-04,37,32.42857142857143,More reliable
2020-06-05,30,32.285714285714285,More reliable
2020-06-06,16,31.428571428571427,More reliable
2020-06-07,17,30.0,More reliable
2020-06-08,35,29.571428571428573,More reliable
2020-06-09,33,27.857142857142858,More reliable
2020-06-10,19,26.714285714285715,More reliable
2020-06-11,23,24.714285714285715,More reliable
2020-06-12,28,24.428571428571427,More reliable
2020-06-13,21,25.142857142857142,More reliable
2020-06-14,15,24.857142857142858,More reliable
2020-06-15,35,24.857142857142858,More reliable
2020-06-16,48,27.0,More reliable
2020-06-17,51,31.571428571428573,More reliable
2020-06-18,46,34.857142857142854,More reliable
2020-06-19,43,37.0,More reliable
2020-06-20,41,39.857142857142854,More reliable
2020-06-21,32,42.285714285714285,More reliable
2020-06-22,105,52.285714285714285,More reliable
2020-06-23,79,56.714285714285715,More reliable
2020-06-24,60,58.0,More reliable
2020-06-25,66,60.857142857142854,More reliable
2020-06-26,68,64.42857142857143,More reliable
2020-06-27,51,65.85714285714286,More reliable
2020-06-28,36,66.42857142857143,More reliable
2020-06-29,71,61.57142857142857,More reliable
2020-06-30,97,64.14285714285714,More reliable
2020-07-01,77,66.57142857142857,More reliable
2020-07-02,101,71.57142857142857,More reliable
2020-07-03,81,73.42857142857143,More reliable
2020-07-04,27,70.0,More reliable
2020-07-05,50,72.0,More reliable
2020-07-06,87,74.28571428571429,More reliable
2020-07-07,96,74.14285714285714,More reliable
2020-07-08,112,79.14285714285714,More reliable
2020-07-09,106,79.85714285714286,More reliable
2020-07-10,127,86.42857142857143,More reliable
2020-07-11,67,92.14285714285714,More reliable
2020-07-12,66,94.42857142857143,More reliable
2020-07-13,141,102.14285714285714,More reliable
2020-07-14,162,111.57142857142857,More reliable
2020-07-15,153,117.42857142857143,More reliable
2020-07-16,146,123.14285714285714,More reliable
2020-07-17,152,126.71428571428571,More reliable
2020-07-18,80,128.57142857142858,More reliable
2020-07-19,74,129.71428571428572,More reliable
2020-07-20,146,130.42857142857142,More reliable
2020-07-21,128,125.57142857142857,More reliable
2020-07-22,128,122.0,More reliable
2020-07-23,123,118.71428571428571,More reliable
2020-07-24,120,114.14285714285714,More reliable
2020-07-25,79,114.0,More reliable
2020-07-26,60,112.0,More reliable
2020-07-27,93,104.42857142857143,More reliable
2020-07-28,100,100.42857142857143,More reliable
2020-07-29,138,101.85714285714286,More reliable
2020-07-30,126,102.28571428571429,More reliable
2020-07-31,115,101.57142857142857,More reliable
2020-08-01,69,100.14285714285714,More reliable
2020-08-02,45,98.0,More reliable
2020-08-03,106,99.85714285714286,More reliable
2020-08-04,83,97.42857142857143,More reliable
2020-08-05,132,96.57142857142857,More reliable
2020-08-06,100,92.85714285714286,More reliable
2020-08-07,133,95.42857142857143,More reliable
2020-08-08,61,94.28571428571429,More reliable
2020-08-09,61,96.57142857142857,More reliable
2020-08-10,104,96.28571428571429,More reliable
2020-08-11,106,99.57142857142857,More reliable
2020-08-12,135,100.0,More reliable
2020-08-13,104,100.57142857142857,More reliable
2020-08-14,108,97.0,More reliable
2020-08-15,68,98.0,More reliable
2020-08-16,38,94.71428571428571,More reliable
2020-08-17,81,91.42857142857143,More reliable
2020-08-18,81,87.85714285714286,More reliable
2020-08-19,97,82.42857142857143,More reliable
2020-08-20,87,80.0,More reliable
2020-08-21,79,75.85714285714286,More reliable
2020-08-22,43,72.28571428571429,More reliable
2020-08-23,41,72.71428571428571,More reliable
2020-08-24,92,74.28571428571429,More reliable
2020-08-25,79,74.0,More reliable
2020-08-26,91,73.14285714285714,More reliable
2020-08-27,98,74.71428571428571,More reliable
2020-08-28,65,72.71428571428571,More reliable
2020-08-29,47,73.28571428571429,More reliable
2020-08-30,32,72.0,More reliable
2020-08-31,86,71.14285714285714,More reliable
2020-09-01,84,71.85714285714286,More reliable
2020-09-02,82,70.57142857142857,More reliable
2020-09-03,91,69.57142857142857,More reliable
2020-09-04,76,71.14285714285714,More reliable
2020-09-05,39,70.0,More reliable
2020-09-06,26,69.14285714285714,More reliable
2020-09-07,50,64.0,More reliable
2020-09-08,70,62.0,More reliable
2020-09-09,71,60.42857142857143,More reliable
2020-09-10,55,55.285714285714285,More reliable
2020-09-11,92,57.57142857142857,More reliable
2020-09-12,44,58.285714285714285,More reliable
2020-09-13,21,57.57142857142857,More reliable
2020-09-14,95,64.0,More reliable
2020-09-15,82,65.71428571428571,More reliable
2020-09-16,71,65.71428571428571,More reliable
2020-09-17,54,65.57142857142857,More reliable
2020-09-18,90,65.28571428571429,More reliable
2020-09-19,37,64.28571428571429,More reliable
2020-09-20,18,63.857142857142854,More reliable
2020-09-21,54,58.0,More reliable
2020-09-22,56,54.285714285714285,More reliable
2020-09-23,65,53.42857142857143,More reliable
2020-09-24,76,56.57142857142857,More reliable
2020-09-25,55,51.57142857142857,More reliable
2020-09-26,20,49.142857142857146,More reliable
2020-09-27,31,51.0,More reliable
2020-09-28,55,51.142857142857146,More reliable
2020-09-29,45,49.57142857142857,More reliable
2020-09-30,54,48.0,More reliable
2020-10-01,46,43.714285714285715,More reliable
2020-10-02,24,39.285714285714285,More reliable
2020-10-03,19,39.142857142857146,More reliable
2020-10-04,19,37.42857142857143,More reliable
2020-10-05,27,33.42857142857143,More reliable
2020-10-06,37,32.285714285714285,More reliable
2020-10-07,35,29.571428571428573,More reliable
2020-10-08,42,29.0,More reliable
2020-10-09,41,31.428571428571427,More reliable
2020-10-10,22,31.857142857142858,More reliable
2020-10-11,17,31.571428571428573,More reliable
2020-10-12,34,32.57142857142857,More reliable
2020-10-13,43,33.42857142857143,More reliable
2020-10-14,34,33.285714285714285,More reliable
2020-10-15,40,33.0,More reliable
2020-10-16,37,32.42857142857143,More reliable
2020-10-17,25,32.857142857142854,More reliable
2020-10-18,11,32.0,More reliable
2020-10-19,42,33.142857142857146,More reliable
2020-10-20,42,33.0,More reliable
2020-10-21,29,32.285714285714285,More reliable
2020-10-22,56,34.57142857142857,More reliable
2020-10-23,54,37.0,More reliable
2020-10-24,34,38.285714285714285,More reliable
2020-10-25,33,41.42857142857143,More reliable
2020-10-26,48,42.285714285714285,More reliable
2020-10-27,73,46.714285714285715,More reliable
2020-10-28,63,51.57142857142857,More reliable
2020-10-29,50,50.714285714285715,More reliable
2020-10-30,58,51.285714285714285,More reliable
2020-10-31,49,53.42857142857143,More reliable
2020-11-01,34,53.57142857142857,More reliable
2020-11-02,97,60.57142857142857,More reliable
2020-11-03,96,63.857142857142854,More reliable
2020-11-04,124,72.57142857142857,More reliable
2020-11-05,120,82.57142857142857,More reliable
2020-11-06,109,89.85714285714286,More reliable
2020-11-07,64,92.0,More reliable
2020-11-08,26,90.85714285714286,More reliable
2020-11-09,124,94.71428571428571,More reliable
2020-11-10,112,97.0,More reliable
2020-11-11,102,93.85714285714286,"Less reliable, likely to be updated"
2020-11-12,123,94.28571428571429,"Less reliable, likely to be updated"
2020-11-13,48,85.57142857142857,"Less reliable, likely to be updated"
2020-11-14,28,80.42857142857143,"Less reliable, likely to be updated"
